???? ????? ??( 20220804 ?? ),,,,,,,
"?? : ????, ??? : ??(? / ? / ?)",,,,,,,
?? : 2014? 07 ? ~ 2014? 12?,,,,,,,
??,??,???,????,????(?),???(kWh),????(?),??????(?/kWh)
201412,????,???,???,836 ,"9,553,845 ","1,219,621,730 ",127.7 
201412,????,???,? ?,"2,829 ","6,475,475 ","485,478,744 ",75 
201412,????,???,???,"4,114 ","6,656,275 ","916,628,757 ",137.7 
201412,????,???,???,"30,490 ","5,618,752 ","689,203,053 ",122.7 
201412,????,???,??,"66,000 ","36,052,719 ","3,775,658,375 ",104.7 
201412,????,???,???,"7,310 ","857,216 ","83,379,790 ",97.3 
201412,????,???,???,29 ,"575,234 ","65,618,326 ",114.1 
201412,????,???,???,"16,100 ","19,615,378 ","900,582,304 ",45.9 
201412,????,???,???,617 ,"8,876,254 ","1,103,255,393 ",124.3 
201412,????,???,? ?,"2,291 ","5,303,253 ","402,600,164 ",75.9 
201412,????,???,???,"3,644 ","6,813,593 ","947,338,715 ",139 
201412,????,???,???,"22,963 ","4,215,778 ","525,247,988 ",124.6 
201412,????,???,??,"52,954 ","46,256,706 ","4,028,022,680 ",87.1 
201412,????,???,???,"4,851 ","534,056 ","48,374,744 ",90.6 
201412,????,???,???,23 ,"372,714 ","45,245,519 ",121.4 
201412,????,???,???,"11,283 ","2,650,247 ","138,684,036 ",52.3 
201412,????,???,???,397 ,"1,467,595 ","212,195,900 ",144.6 
201412,????,???,? ?,"1,810 ","4,720,666 ","348,639,893 ",73.9 
201412,????,???,???,"2,740 ","4,815,560 ","648,029,771 ",134.6 
201412,????,???,???,"14,630 ","2,725,540 ","339,843,227 ",124.7 
201412,????,???,??,"35,734 ","17,286,378 ","1,781,013,090 ",103 
201412,????,???,???,"6,958 ","1,535,927 ","155,452,870 ",101.2 
201412,????,???,???,58 ,"1,945,882 ","215,049,538 ",110.5 
201412,????,???,???,"7,361 ","5,071,867 ","250,146,052 ",49.3 
201412,????,???,???,"2,857 ","130,874,138 ","15,610,214,716 ",119.3 
201412,????,???,? ?,"3,144 ","7,731,885 ","582,890,422 ",75.4 
201412,????,???,???,"9,620 ","23,889,445 ","3,157,593,285 ",132.2 
201412,????,???,???,"45,019 ","12,392,830 ","1,483,800,272 ",119.7 
201412,????,???,??,"75,017 ","183,441,974 ","21,455,147,155 ",117 
201412,????,???,???,"14,393 ","3,988,149 ","397,650,465 ",99.7 
201412,????,???,???,218 ,"14,897,908 ","1,471,922,578 ",98.8 
201412,????,???,???,"12,005 ","7,689,748 ","378,778,978 ",49.3 
201412,????,???,???,"2,584 ","940,642,697 ","101,145,214,570 ",107.5 
201412,????,???,? ?,"5,003 ","10,621,625 ","799,173,862 ",75.2 
201412,????,???,???,"37,491 ","81,863,236 ","11,210,123,857 ",136.9 
201412,????,???,???,"174,320 ","55,438,250 ","6,802,356,402 ",122.7 
201412,????,???,??,"246,014 ","1,115,141,613 ","122,205,220,712 ",109.6 
